TOPIC,SUB TOPIC,TRANSCRIPT,LINKS,RELEVANCE,TIMESTAMP
,,"For this, type: chmod space plus x space hello underscore world dot sh",http://stackoverflow.com/questions/42895632,IR,
,,"First, we have to make the file executable.
For this, type: chmod space plus x space hello underscore world dot sh",http://unix.stackexchange.com/questions/183994/understanding-unix-permissions-and-their-attributes,SR,
,Basics of shell scripting,Bash variables provide temporary storage for information.,http://stackoverflow.com/questions/42789784,IR,
,,"Now, type: set and press Enter.
This will display all the system variables.
Alternately, you can type env or printenv to view all the system variables.",http://stackoverflow.com/questions/2477650/unix-get-environment-variable,R,
,,"Now, type: echo space within double quotes dollar sign HOSTNAME
now press Enter.
The hostname of the system will be displayed.",http://unix.stackexchange.com/questions/218174/how-to-show-the-host-name-in-linux-commandline-prompt,SR,
,,"Now, type: set and press Enter.
This will display all the system variables.
Alternately, you can type env or printenv to view all the system variables.",http://askubuntu.com/questions/275965/how-to-list-all-variables-names-and-their-current-values,R,
,,"Now, type: echo space within double quotes dollar sign HOSTNAME
now press Enter.
The hostname of the system will be displayed.",http://stackoverflow.com/questions/42914920,IR,
,,"Now let's find out the full path of homedirectory.
type: echo space within double quotes dollar sign HOME(in capital).",http://superuser.com/questions/484277/get-home-directory-by-username,SR,
,,"unset- the value of a variable can be unset by using the unset command.
The syntax for this is- unset variable name",http://stackoverflow.com/questions/12262696/using-unset-vs-setting-a-variable-to-empty,R,
,,"unset- the value of a variable can be unset by using the unset command.
The syntax for this is- unset variable name",http://stackoverflow.com/questions/27870225/struggling-to-unset-an-environment-variable-in-bash,SR,
,,"unset- the value of a variable can be unset by using the unset command.
The syntax for this is- unset variable name",http://stackoverflow.com/questions/17397069/unset-readonly-variable-in-bash,SR,
,,"unset- the value of a variable can be unset by using the unset command.
The syntax for this is- unset variable name",http://unix.stackexchange.com/questions/103555/how-do-i-unset-a-variable-at-the-command-line,R,
,,"unset- the value of a variable can be unset by using the unset command.
The syntax for this is- unset variable name",http://stackoverflow.com/questions/41629592,IR,
,,"unset- the value of a variable can be unset by using the unset command.
The syntax for this is- unset variable name",http://stackoverflow.com/questions/41830339,IR,
,,"Next, let us learn how to declare a variable locally.",http://stackoverflow.com/questions/42850797,IR,
,,"By default, all variables are global.
This means, their values remain the same inside and outside the function.",http://stackoverflow.com/questions/42896116,IR,
,,"Now let us quickly see how to get user input via keyboard.
The read command is used to accept input from the keyboard.
It can also be used to assign an input value to a user defined variable.",http://stackoverflow.com/questions/13237279/bash-read-command,SR,
,,"Now let us quickly see how to get user input via keyboard.
The read command is used to accept input from the keyboard.
It can also be used to assign an input value to a user defined variable.",http://stackoverflow.com/questions/7676045/how-to-use-the-read-command-in-bash,R,
,,"Now let us quickly see how to get user input via keyboard.
The read command is used to accept input from the keyboard.
It can also be used to assign an input value to a user defined variable.",http://stackoverflow.com/questions/13202074/how-to-secure-read-with-the-bash-read-command,SR,
,Command line arguments and quoting,This is the shebang line. This line will print the zeroth argument.,http://unix.stackexchange.com/questions/87560/does-the-shebang-determine-the-shell-which-runs-the-script,R,
,,,http://askubuntu.com/questions/238002/is-bin-sh-read-by-the-interpreter,R,
,,"To write an argument greater than 9, we need to use curly brackets. Else, bash will only take the argument of the integer in the ten's place and you will not get expected output.
",http://stackoverflow.com/questions/18318716/why-do-bash-command-line-arguments-after-9-require-curly-brackets,R,
,,$# (Dollar hash) gives the total number of arguments that have been passed to a program.,http://stackoverflow.com/questions/4423306/how-do-i-find-the-number-of-arguments-passed-to-a-bash-script,R,
,,$* (Dollar asterisk) will print all the arguments on a single line.,http://unix.stackexchange.com/questions/197792/joining-bash-arguments-into-single-string-with-spaces,R,
,,"$@ (Dollar at) will also print all the arguments. However, this time each argument will be printed on separate line. This is another for loop which will print each argument in a separate line",http://stackoverflow.com/questions/255898/how-to-iterate-over-arguments-in-a-bash-script,R,
,,,http://stackoverflow.com/questions/3008695/what-is-the-difference-between-and-in-bash,R,
,,"Double quote substitutes the value of variables and commands. Example echo “Username is $USER”. It displays the username  of the system. Switch to the Terminal. Let me clear the prompt. Now, type:  echo space within double quotes Username space  is dollar USER  in capitals. Press Enter. The username of the system is printed. The output will vary according to your system",http://stackoverflow.com/questions/35586627/how-to-escape-double-quotes-in-bash,R,
,,,http://stackoverflow.com/questions/6697753/difference-between-single-and-double-quotes-in-bash,,
,,Single quotes preserves the literal meaning of each character of a given string. It is used to turn off special meaning of all characters.,http://stackoverflow.com/questions/1250079/how-to-escape-single-quotes-within-single-quoted-strings,R,
,,Backslash removes the special meaning from a single character. It is used as an escape character in BASH.,http://askubuntu.com/questions/20034/differences-between-doublequotes-singlequotes-and-backticks-%C2%B4-%C2%B4-on-comm,R,
,,,http://unix.stackexchange.com/questions/27428/what-does-backquote-backtick-mean-in-commands,R,
,Globbing and export statement,Filename or pathname expansion carried by BASH is known as Globbing. Globbing recognizes and expands wildcards. It also interprets standard wildcard characters like-  # *  (asterisk) and # ? (Question mark).,http://stackoverflow.com/questions/1586477/bash-globbing-autoexpand-for-a-few-specific-cases,R,
,,,http://unix.stackexchange.com/questions/338498/bash-globbing-not-as-expected,R,
,,"ls space s asterisk dot sh press Enter.
We can see that s asterisk dot sh matches all the files starting with character s and having ""sh"" as  extension.
Now, type: ls space opening square bracket a hyphen c closing square bracket asterisk dot sh press Enter.
This will match and display the files starting with letter 'a' or 'b' or 'c.'
Observe the output.
We see a list of all files starting with character 'a' or 'b' or 'c.'",http://stackoverflow.com/questions/10488395/finding-files-with-same-first-few-characters/,R,
,,"Now, let's go ahead and type: ls space opening square bracket caret-sign a hyphen c closing square bracket asterisk dot sh press Enter.
This will match all the file-names with extension ""sh""
but will omit those starting with character as 'a' OR 'b' OR 'c'.",http://stackoverflow.com/questions/38152760/why-does-bash-documentation-suggest-quoting-wildcard-characters,R,
,,"Export command - exports a variable or a function to the environment of all child processes. Can also change a local variable to a global variable.
",http://stackoverflow.com/questions/10108950/bash-export-command,R,
,,,http://superuser.com/questions/153371/what-does-export-do-in-bash,R,
,,"So, to declare variables globally, we have to use the export command. Let's learn how. Type: export space myvar equal to sign lion  press Enter. Now type: echo space dollar sign myvar press Enter. lion  is displayed. Let's navigate to another Shell.  Type: slash bin slash bash press  Enter. Let me clear the prompt. Now type: echo space dollar-sign myvar  This is because we have declared the variable myvar globally using the export command.
",http://stackoverflow.com/questions/15765500/export-variable-from-bash,R,
,Array operations in Bash,"The syntax to declare an array is-
declare hyphen 'a' arrayname
“declare” keyword is used to declare an array.
It is a built-in command in Bash. ",http://stackoverflow.com/questions/1878882/arrays-in-unix-shell,R,01:21-01:31
,,"The syntax to declare an array is-
declare hyphen 'a' arrayname
“declare” keyword is used to declare an array.
It is a built-in command in Bash. ",http://stackoverflow.com/questions/18921350/shell-script-correct-way-to-declare-an-empty-array,R,01:21-01:31
,,"We will now see how to declare and assign a value to an array.
 The syntax to declare an array is-
 declare hyphen 'a' arrayname
 ?declare? keyword is used to declare an array.
 It is a built-in command in Bash.",http://stackoverflow.com/questions/11087918/how-to-assign-a-value-to-an-array-in-bash,SR,1:16-01:31
,,"We will now see how to declare and assign a value to an array.
 The syntax to declare an array is-
 declare hyphen 'a' arrayname
 ?declare? keyword is used to declare an array.
 It is a built-in command in Bash.",http://stackoverflow.com/questions/5785668/how-to-use-declare-x-in-bash,SR,1:16-01:31
,,"We will now see how to declare and assign a value to an array.
 The syntax to declare an array is-
 declare hyphen 'a' arrayname
 ?declare? keyword is used to declare an array.
 It is a built-in command in Bash.",http://stackoverflow.com/questions/41234147/what-does-declare-a-do-in-linux-shell,R,1:16-01:31
,,"We will now see how to declare and assign a value to an array.
 The syntax to declare an array is-
 declare hyphen 'a' arrayname
 ?declare? keyword is used to declare an array.
 It is a built-in command in Bash.",http://stackoverflow.com/questions/30289988/declare-not-a-valid-identifier-bash,SR,1:16-01:31
,,"The syntax to assign a value to an array is-
 Name within square brackets index equals to within single quotes value.",http://unix.stackexchange.com/questions/320483/assigning-array-values-to-variable,R,01:35-01:38
,,"The length of an array can be obtained by this syntax:
 Dollar sign ($) opening curly bracket hash arrayname within square brackets ""At"" sign (@) and closing curly bracket.
 The length of the nth element can be obtained by this syntax:
 Dollar sign opening curly bracket hash arrayname within square brackets 'n' and closing curly bracket.
 Here 'n' is the element number whose length is to be found.
 All the elements of the array can be printed using this syntax.
 Dollar sign opening curly bracket arrayname within square brackets 'At' sign (@) and closing curly bracket.",http://stackoverflow.com/questions/18185920/bash-associative-array-size,R,03:07-03:48
,,"The length of an array can be obtained by this syntax:
 Dollar sign ($) opening curly bracket hash arrayname within square brackets ""At"" sign (@) and closing curly bracket.
 The length of the nth element can be obtained by this syntax:
 Dollar sign opening curly bracket hash arrayname within square brackets 'n' and closing curly bracket.
 Here 'n' is the element number whose length is to be found.
 All the elements of the array can be printed using this syntax.
 Dollar sign opening curly bracket arrayname within square brackets 'At' sign (@) and closing curly bracket.",http://unix.stackexchange.com/questions/198787/is-there-a-way-of-reading-the-last-element-of-an-array-with-bash,R,03:07-03:48
,More on arrays,"The elements in an  array can be extracted from any position.
Here, position is the index number.
Note that  index number always starts from zero.
The syntax is as follows:
ArrayName within square bracket ""At"" sign colon position colon Number of elements to be extracted from the position mentioned.",http://stackoverflow.com/questions/15685736/how-to-extract-a-particular-element-from-an-array-in-bash,R,
,,,http://superuser.com/questions/121627/how-to-get-elements-from-list-in-bash,R,
,,"An existing element in an array can be replaced using the following syntax.
ArrayName within square brackets 'n' equals to within single quote NewWord.
Here 'n' is the index number or element number.",http://stackoverflow.com/questions/5167422/bash-change-value-in-array,R,
,,"ArrayName equal to opening round bracket within double quotes dollar sign opening curly bracket ArrayName opening square bracket ""At"" sign closing square bracket closing curly bracket
space within double quotes New_Word_1 space within double quotes New_Word_2 and closing round bracket.
Let us understand this with the help of one example.
Switch to the code file.The highlighted command will append  a new element ""Suse""  to the array Linux. Then we will echo all the elements after appending ""Suse""",http://stackoverflow.com/questions/22691436/unable-to-add-element-to-array-in-bash,R,
,,,http://unix.stackexchange.com/questions/211395/in-a-loop-over-an-array-add-an-element-to-the-array,R,
,,,http://stackoverflow.com/questions/38305993/add-element-into-array,R,
,,"An element can be removed from an  array by using the following syntax -
unset space ArrayName opening square bracket index number closing square bracket.
Let us switch to the code file.
Here, we are using the unset command.
And we will remove the third element Mandriva from the array Linux.
Then we will echo all the elements again after the removal of Mandriva.",http://unix.stackexchange.com/questions/68322/how-can-i-remove-an-element-from-an-array-completely,R,
,,,http://stackoverflow.com/questions/16860877/remove-element-from-array-shell,R,
,Conditional execution,"test is a built-in command which returns the exit status.
It returns 0 (zero) for True and 1 (one) for False.
Return value depends on the evaluation of the expression.",http://stackoverflow.com/questions/33853060/test-linux-command,R,
,,One can get the return status by typing Dollar and question mark sign ($?).,http://stackoverflow.com/questions/7248031/meaning-of-in-shell-scripts,R,
,,"Now we will see the syntax for if statement-
if space opening square bracket space expression space closing square bracket semicolon space then
On the next line, type: commands or  statements that you want to execute",http://stackoverflow.com/questions/10646465/bash-simple-if-statement,R,
,,This Bash script displays the message “count is 100” when the count equals to 100,http://stackoverflow.com/questions/4277665/how-do-i-compare-two-string-variables-in-an-if-statement-in-bash,R,
,,"We will see  if-else condition.
The general syntax is: if space opening square bracket space condition space closing square bracket space semicolon space then
",http://stackoverflow.com/questions/16034749/bash-script-if-elif-else-statement-issues,R,
,,,http://stackoverflow.com/questions/34274802/how-to-use-if-else-in-shell-scripting,R,
,,,http://stackoverflow.com/questions/12641031/how-to-if-else-statement-in-shell-script,R,
,Nested and multilevel if else statements,,,,
,,,,,
,,,,,
,Logical operators,"Opening square-bracket space dollar symbol condition1 space closing square-bracket space ampersand ampersand space opening square-bracket space dollar symbol condition2 space closing square-bracket.
Or we can use this syntax-Opening square-bracket space dollar symbol condition1 space hyphen-a space dollar symbol condition2 space closing square-bracket.
Logical AND returns True when both condition1 and condition2 are True.",http://stackoverflow.com/questions/6270440/simple-logical-operators-in-bash,R,
,,"Let us see the syntax of Logical OR.
Opening square-bracket space dollar symbol condition1 space closing square-bracket space vertical bar again vertical bar space opening square-bracket space dollar symbol condition2 space closing square-bracket.
Or we can use this syntax-
Opening square-bracket space dollar symbol condition1 space hyphen-o space dollar symbol condition2 space closing square-bracket.
Logical OR returns  True when either condition1 or condition2 is True.",http://stackoverflow.com/questions/24419280/bash-if-statement-with-logical-or,R,
,,"Let's have a look at logical NOT operator.
It inverts the Boolean value of an expression which means, it returns True if the expression is False and returns False if the expression is True",http://stackoverflow.com/questions/10552711/how-to-make-if-not-true-condition,R,
,,,http://stackoverflow.com/questions/26475358/negate-if-condition-in-bash-script,R,
,,,,,
,Arithmetic comparison,,,,
,String and file attributes,,,,
,Conditional loops,,,,
,More on loops,,,,
,Case statement,,,,
,Using file descriptions,,,,
,Basics of functions,,,,
,More on functions,,,,
,Arrays and functions,,,,
,Advance topics in functions,,,,
,Recursive functions,,,,
,Basics of redirection,,,,
,More on redirection,,,,
,Here document and Here string,,,,
